PF04624.15	DEC1
PF00710.21	Asparaginase
PF01112.19	Asparaginase_2
PF17763.2	Asparaginase_C
PF06089.13	Asparaginase_II
PF17641.3	ASPRs
PF14521.7	Aspzincin_M35
PF06392.12	Asr
PF07100.12	ASRT
PF04958.13	AstA
PF01400.25	Astacin
PF04996.13	AstB
PF04952.15	AstE_AspA
PF18577.2	ASTN_2_hairpin
PF03115.15	Astro_capsid_N
PF12226.9	Astro_capsid_p
PF16580.6	Astro_capsid_p2
PF13919.7	ASXH
PF02178.20	AT_hook
PF15321.7	ATAD4
PF14196.7	ATC_hydrolase
PF04377.16	ATE_C
PF04376.14	ATE_N
PF16788.6	ATF7IP_BD
PF09333.12	ATG_C
PF07855.13	ATG101
PF10377.10	ATG11
PF10033.10	ATG13
PF10186.10	Atg14
PF08614.12	ATG16
PF12744.8	ATG19_autophagy
PF13329.7	ATG2_CAD
PF11700.9	ATG22
PF09451.11	ATG27
PF18388.2	Atg29_N
PF09795.10	Atg31
PF16420.6	ATG7_N
PF02991.17	Atg8
PF03078.16	ATHILA
PF07737.12	ATLF
PF03029.18	ATP_bind_1
PF03668.16	ATP_bind_2
PF01171.21	ATP_bind_3
PF12424.9	ATP_Ca_trans_C
PF10775.10	ATP_sub_h
PF05493.14	ATP_synt_H
PF14960.7	ATP_synth_reg
PF09830.10	ATP_transf
PF03477.17	ATP-cone
PF02222.23	ATP-grasp
PF08442.11	ATP-grasp_2
PF02655.15	ATP-grasp_3
PF13535.7	ATP-grasp_4
PF13549.7	ATP-grasp_5
PF18419.2	ATP-grasp_6
PF00217.20	ATP-gua_Ptrans
PF02807.16	ATP-gua_PtransN
PF01747.18	ATP-sulfurylase
PF00231.20	ATP-synt
PF05176.15	ATP-synt_10
PF00895.21	ATP-synt_8
PF00119.21	ATP-synt_A
PF00006.26	ATP-synt_ab
PF00306.28	ATP-synt_ab_C
PF02874.24	ATP-synt_ab_N
PF16886.6	ATP-synt_ab_Xtn
PF00430.19	ATP-synt_B
PF00137.22	ATP-synt_C
PF01813.18	ATP-synt_D
PF00401.21	ATP-synt_DE
PF02823.17	ATP-synt_DE_N
PF05680.13	ATP-synt_E
PF08112.12	ATP-synt_E_2
PF04627.14	ATP-synt_Eps
PF01990.18	ATP-synt_F
PF05511.12	ATP-synt_F6
PF04718.16	ATP-synt_G
PF03899.16	ATP-synt_I
PF04911.13	ATP-synt_J
PF05827.13	ATP-synt_S1
PF16594.6	ATP-synt_Z
PF06644.12	ATP11
PF07542.12	ATP12
PF12921.8	ATP13
PF11022.9	ATP19
PF02038.17	ATP1G1_PLM_MAT8
PF06745.14	ATPase
PF01637.19	ATPase_2
PF09527.11	ATPase_gene1
PF12156.9	ATPase-cat_bd
PF18130.2	ATPgrasp_N
PF14397.7	ATPgrasp_ST
PF15632.7	ATPgrasp_Ter
PF14305.7	ATPgrasp_TupA
PF14398.7	ATPgrasp_YheCD
PF12966.8	AtpR
PF16829.6	ATR13
PF05353.12	Atracotoxin
PF03154.16	Atrophin-1
PF15445.7	ATS
PF06232.12	ATS3
PF11263.9	Attachment_P66
PF03769.16	Attacin_C
PF03768.16	Attacin_N
PF18800.2	Atthog
PF08037.12	Attractin
PF11512.9	Atu4866
PF07287.12	AtuA
PF08098.12	ATX_III
PF09759.10	Atx10homo_assoc
PF12547.9	ATXN-1_C
PF18461.2	Atypical_Card
PF18637.2	AUDH_Cupin
PF15187.7	Augurin
PF11583.9	AurF
PF09041.11	Aurora-A_bind
PF06677.13	Auto_anti-p27
PF03472.16	Autoind_bind
PF00765.18	Autoind_synth
PF03987.16	Autophagy_act_C
PF03797.20	Autotransporter
PF15336.7	Auts2
PF02309.17	AUX_IAA
PF02041.17	Auxin_BP
PF05703.12	Auxin_canalis
PF02519.15	Auxin_inducible
PF05564.13	Auxin_repressed
PF06507.14	Auxin_resp
PF06536.12	Av_adeno_fibre
PF17198.5	AveC_like
PF03708.15	Avian_gp85
PF01382.18	Avidin
PF11599.9	AviRa
PF09794.10	Avl9
PF05394.12	AvrB_AvrC
PF05655.12	AvrD
PF11725.9	AvrE_T3Es
PF11529.9	AvrL567-A
PF18661.2	AvrLm4-7
PF18247.2	AvrM_N
PF18241.2	AvrM-A
PF09143.11	AvrPphF-ORF-2
PF11592.9	AvrPto
PF16847.6	AvrPtoB_bdg
PF09046.11	AvrPtoB-E3_ubiq
PF05627.12	AvrRpt-cleavage
PF05512.12	AWPM-19
PF17907.2	AWS
PF10211.10	Ax_dynein_light
PF05448.13	AXE1
PF08517.13	AXH
PF08833.11	Axin_b-cat_bind
PF16646.6	AXIN1_TNKS_BD
PF03591.15	AzlC
PF05437.13	AzlD
PF16558.6	AZUL
PF02216.17	B
PF01453.25	B_lectin
PF18841.2	B_solenoid_dext
PF18836.2	B_solenoid_ydck
PF04182.13	B-block_TFIIIC
PF02246.16	B1
PF02310.20	B12-binding
PF02607.18	B12-binding_2
PF06522.12	B12D
PF11473.9	B2
PF09066.11	B2-adapt-app_C
PF17623.3	B277
PF02362.22	B3
PF03483.18	B3_4
PF17057.6	B3R
PF03484.16	B5
PF01603.21	B56
PF07162.12	B9-C2
PF07886.12	BA14K
PF06989.13	BAALC_N
PF08840.12	BAAT_C
PF07234.12	Babuvirus_MP
PF18612.2	Bac_A_amyl_C
PF02043.18	Bac_chlorC
PF00216.22	Bac_DNA_binding
PF00308.19	Bac_DnaA
PF08299.12	Bac_DnaA_C
PF01311.21	Bac_export_1
PF01312.20	Bac_export_2
PF01313.20	Bac_export_3
PF05088.13	Bac_GDH
PF18034.2	Bac_GH3_C
PF01152.22	Bac_globin
PF00296.21	Bac_luciferase
PF18008.2	Bac_RepA_C
PF05592.12	Bac_rhamnosid
PF17390.3	Bac_rhamnosid_C
PF08531.11	Bac_rhamnosid_N
PF17389.3	Bac_rhamnosid6H
PF01036.19	Bac_rhodopsin
PF09501.11	Bac_small_YrzI
PF01338.19	Bac_thur_toxin
PF02397.17	Bac_transf
PF02673.19	BacA
PF18138.2	bacHORMA_1
PF18173.2	bacHORMA_2
PF05791.12	Bacillus_HBL
PF05968.12	Bacillus_PapR
PF07707.16	BACK
PF13004.8	BACON
PF19190.1	BACON_2
PF18483.2	Bact_lectin
PF08379.11	Bact_transglu_N
PF10432.10	bact-PGI_C
PF12173.9	BacteriocIIc_cy
PF01721.19	Bacteriocin_II
PF10439.10	Bacteriocin_IIc
PF09221.11	Bacteriocin_IId
PF11758.9	Bacteriocin_IIi
PF14406.7	Bacteroid_pep
PF04519.14	Bactofilin
PF06143.12	Baculo_11_kDa
PF04798.13	Baculo_19
PF06096.12	Baculo_8kDa
PF04786.13	Baculo_DNA_bind
PF05274.12	Baculo_E25
PF04639.13	Baculo_E56
PF04850.13	Baculo_E66
PF12259.9	Baculo_F
PF03258.15	Baculo_FP
PF04700.13	Baculo_gp41
PF03273.14	Baculo_gp64
PF04735.13	Baculo_helicase
PF05290.12	Baculo_IE-1
PF07206.12	Baculo_LEF-10
PF06385.13	Baculo_LEF-11
PF03041.15	Baculo_LEF-2
PF05847.12	Baculo_LEF-3
PF04838.13	Baculo_LEF5
PF11792.9	Baculo_LEF5_C
PF06061.12	Baculo_ME53
PF05314.12	Baculo_ODV-E27
PF05073.13	Baculo_p24
PF04766.13	Baculo_p26
PF05214.13	Baculo_p33
PF05112.13	Baculo_p47
PF04878.14	Baculo_p48
PF04583.13	Baculo_p74
PF08404.11	Baculo_p74_N
PF04513.13	Baculo_PEP_C
PF04512.13	Baculo_PEP_N
PF05311.12	Baculo_PP31
PF05883.12	Baculo_RING
PF05789.12	Baculo_VP1054
PF04501.13	Baculo_VP39
PF08475.11	Baculo_VP91_N
PF04913.13	Baculo_Y142
PF18854.2	baeRF_family10
PF18855.2	baeRF_family11
PF18856.2	baeRF_family12
PF18844.2	baeRF_family2
PF18845.2	baeRF_family3
PF18846.2	baeRF_family5
PF18848.2	baeRF_family6
PF18849.2	baeRF_family7
PF18851.2	baeRF_family8
PF02961.15	BAF
PF04684.14	BAF1_ABF1
PF12031.9	BAF250_C
PF09256.11	BaffR-Tall_bind
PF02179.17	BAG
PF12057.9	BAG6
PF08180.12	BAGE
PF01426.19	BAH
PF06861.12	BALF1
PF06211.13	BAMBI
PF02923.16	BamHI
PF07565.14	Band_3_cyto
PF01145.26	Band_7
PF13421.7	Band_7_1
PF16200.6	Band_7_C
PF06639.12	BAP
PF05529.13	Bap31
PF18035.2	Bap31_Bap29_C
PF03114.19	BAR
PF10455.10	BAR_2
PF16746.6	BAR_3
PF10456.10	BAR_3_WASP_bdg
PF01337.19	Barstar
PF15462.7	Barttin
PF00967.18	Barwin
PF16774.6	Baseplate
PF04865.15	Baseplate_J
PF01586.17	Basic
PF05466.13	BASP1
PF15915.6	BAT
PF07001.12	BAT2_N
PF07584.12	BatA
PF13584.7	BatD
PF06968.14	BATS
PF01027.21	Bax1-I
PF12811.8	BaxI_1
PF18063.2	BB_PF
PF08031.13	BBE
PF14777.7	BBIP10
PF07289.12	BBL5
PF15272.7	BBP1_C
PF15271.7	BBP1_N
PF07642.12	BBP2
PF10082.10	BBP2_2
PF07585.12	BBP7
PF14779.7	BBS1
PF14782.7	BBS2_C
PF14783.7	BBS2_Mid
PF14781.7	BBS2_N
PF06726.13	BC10
PF12399.9	BCA_ABC_TP_C
PF05700.12	BCAS2
PF12490.9	BCAS3
PF02028.18	BCCT
PF15461.7	BCD
PF10436.10	BCDHK_Adom3
PF07284.12	BCHF
PF02327.18	BChl_A
PF13862.7	BCIP
PF04714.14	BCL_N
PF00452.20	Bcl-2
PF15286.7	Bcl-2_3
PF10514.10	Bcl-2_BAD
PF12201.9	bcl-2I13
PF11502.9	BCL9
PF18573.2	BclA_C
PF12304.9	BCLP
PF15318.7	Bclt
PF08945.11	Bclx_interact
PF09257.11	BCMA-Tall_bind
PF07572.13	BCNT
PF15808.6	BCOR
PF09399.11	bCoV_lipid_BD
PF16251.6	bCoV_NAR
PF12133.9	bCoV_NS6
PF08779.11	bCoV_NS7A
PF11395.9	bCoV_NS7B
PF12093.9	bCoV_NS8
PF11501.9	bCoV_NSP1
PF12379.9	bCoV_NSP3_N
PF17635.3	bCoV_Orf14
PF16451.6	bCoV_S1_N
PF09408.11	bCoV_S1_RBD
PF12124.9	bCoV_SUD_C
PF11633.9	bCoV_SUD_M
PF11289.9	bCoV_viroporin
PF09036.11	Bcr-Abl_Oligo
PF01869.21	BcrAD_BadFG
PF08740.12	BCS1_N
PF03170.14	BcsB
PF05420.12	BCSC_C
PF18820.2	BD_b_sandwich
PF14442.7	Bd3614_N
PF14439.7	Bd3614-deam
PF08072.12	BDHCT
PF16204.6	BDHCT_assoc
PF10684.10	BDM
PF06208.12	BDV_G
PF16520.6	BDV_M
PF06515.12	BDV_P10
PF06595.12	BDV_P24
PF06407.12	BDV_P40
PF02138.19	Beach
PF17454.3	Bee_toxin
PF10523.10	BEN
PF03594.14	BenE
PF07255.12	Benyvirus_14KDa
PF05744.12	Benyvirus_P25
PF17841.2	Bep_C_terminal
PF05687.14	BES1_N
PF02944.21	BESS
PF01062.22	Bestrophin
PF17035.6	BET
PF00407.20	Bet_v_1
PF01212.22	Beta_elim_lyase
PF13229.7	Beta_helix
PF18835.2	Beta_helix_2
PF18889.1	Beta_helix_3
PF17030.6	Beta_lactamase3
PF09826.10	Beta_propel
PF14350.7	Beta_protein
PF03494.14	Beta-APP
PF10996.9	Beta-Casp
PF00144.25	Beta-lactamase
PF13354.7	Beta-lactamase2
PF16458.6	Beta-prism_lec
PF12125.9	Beta-TrCP_D
PF10435.10	BetaGal_dom2
PF13363.7	BetaGal_dom3
PF13364.7	BetaGal_dom4_5
PF16523.6	betaPIX_CC
PF08667.11	BetR
PF04538.13	BEX
PF18243.2	BfiI_DBD
PF02929.18	Bgal_small_N
PF15285.7	BH3
PF02180.18	BH4
PF10403.10	BHD_1
PF10404.10	BHD_2
PF10405.10	BHD_3
PF14215.7	bHLH-MYC_N
PF09730.10	BicD
PF06393.12	BID
PF02369.17	Big_1
PF17964.2	Big_10
PF18200.2	Big_11
PF19078.1	Big_12
PF19077.1	Big_13
PF02368.19	Big_2
PF07523.13	Big_3
PF12245.9	Big_3_2
PF13750.7	Big_3_3
PF13754.7	Big_3_4
PF16640.6	Big_3_5
PF07532.12	Big_4
PF13205.7	Big_5
PF17936.2	Big_6
PF17957.2	Big_7
PF17961.2	Big_8
PF17963.2	Big_9
PF05688.12	BIg21
PF18281.2	BILBO1_N
PF04775.15	Bile_Hydr_Trans
PF09166.11	Biliv-reduc_cat
PF06773.12	Bim_N
PF06859.13	Bin3
PF03495.15	Binary_toxB
PF17475.3	Binary_toxB_2
PF17476.3	Binary_toxB_3
PF02084.16	Bindin
PF08149.12	BING4CT
PF00351.22	Biopterin_H
PF15368.7	BioT2
PF02785.20	Biotin_carb_C
PF00289.23	Biotin_carb_N
PF00364.23	Biotin_lipoyl
PF13533.7	Biotin_lipoyl_2
PF03744.14	BioW
PF02632.15	BioY
PF06832.13	BiPBP_C
PF00653.22	BIR
PF12356.9	BIRC6
PF04197.13	Birna_RdRp
PF01766.18	Birna_VP2
PF01767.17	Birna_VP3
PF01768.17	Birna_VP4
PF03042.15	Birna_VP5
PF05858.13	BIV_Env
PF03493.19	BK_channel_a
PF05853.13	BKACE
PF17778.2	BLACT_WH
PF17752.2	BLF1
PF17324.3	BLI1
PF07467.12	BLIP
PF16202.6	BLM_N
PF16507.6	BLM10_mid
PF16547.6	BLM10_N
PF11642.9	Blo-t-5
PF10046.10	BLOC1_2
PF15753.6	BLOC1S3
PF12754.8	Blt1
PF17183.5	Blt1_C
PF04940.13	BLUF
PF05289.12	BLYB
PF00936.20	BMC
PF15185.7	BMF
PF04380.14	BMFP
PF17970.2	bMG1
PF17973.2	bMG10
PF11974.9	bMG3
PF17972.2	bMG5
PF17962.2	bMG6
PF09132.11	BmKX
PF02608.15	Bmp
PF15282.7	BMP2K_C
PF11968.9	Bmt2
PF12496.9	BNIP2
PF06553.13	BNIP3
PF02012.21	BNR
PF13088.7	BNR_2
PF13859.7	BNR_3
PF15892.6	BNR_4
PF15899.6	BNR_6
PF14873.7	BNR_assoc_N
PF04076.14	BOF
PF07441.12	BofA
PF08955.11	BofC_C
PF08977.11	BOFC_N
PF01722.19	BolA
PF02044.18	Bombesin
PF05298.12	Bombinin
PF08096.12	Bombolitin
PF04972.18	BON
PF08145.13	BOP1NT
PF15280.7	BORA_N
PF10157.10	BORCS6
PF16088.6	BORCS7
PF10167.10	BORCS8
PF10512.10	Borealin
PF14957.7	BORG_CEP
PF02414.16	Borrelia_orfA
PF02999.15	Borrelia_orfD
PF04160.13	Borrelia_orfX
PF05628.13	Borrelia_P13
PF05262.12	Borrelia_P83
PF03183.14	Borrelia_rep
PF03978.14	Borrelia_REV
PF12298.9	Bot1p
PF05588.12	Botulinum_HA-17
PF00228.21	Bowman-Birk_leg
PF08146.13	BP28CT
PF18040.2	BPA_C
PF00528.23	BPD_transp_1
PF02653.17	BPD_transp_2
PF08000.12	bPH_1
PF03703.15	bPH_2
PF14470.7	bPH_3
PF06713.12	bPH_4
PF10882.9	bPH_5
PF10756.10	bPH_6
PF06139.13	BphX
PF02237.18	BPL_C
PF03099.20	BPL_LplA_LipB
PF16917.6	BPL_LplA_LipB_2
PF09825.10	BPL_N
PF18338.2	BppL_N
PF18667.2	BppU_IgG
PF10651.10	BppU_N
PF08947.11	BPS
PF05633.12	BPS1
PF17044.6	BPTA
PF11564.9	BpuJI_N
PF15516.7	BpuSI_N
PF06753.13	Bradykinin
PF02485.22	Branch
PF05525.14	Branch_AA_trans
PF07576.13	BRAP2
PF13882.7	Bravo_FIGEY
PF09169.11	BRCA-2_helical
PF09103.11	BRCA-2_OB1
PF09104.11	BRCA-2_OB3
PF00634.19	BRCA2
PF18110.2	BRCC36_C
PF00533.27	BRCT
PF16589.6	BRCT_2
PF18428.2	BRCT_3
PF12820.8	BRCT_assoc
PF17105.6	BRD4_CDT
PF06113.13	BRE
PF08647.12	BRE1
PF07741.14	BRF1
PF14965.7	BRI3BP
PF04089.15	BRICHOS
PF19052.1	BRINP
PF04427.19	Brix
PF07533.17	BRK
PF09607.11	BrkDBD
PF14384.7	BrnA_antitoxin
PF04365.14	BrnT_toxin
PF02498.18	Bro-N
PF03097.19	BRO1
PF14961.7	BROMI
PF01318.19	Bromo_coat
PF01573.17	Bromo_MP
PF07524.14	Bromo_TP
PF17027.6	Bromo_TP_like
PF00439.26	Bromodomain
PF10104.10	Brr6_like_C_C
PF05244.12	Brucella_OMP2
PF08381.12	BRX
PF16627.6	BRX_assoc
PF13713.7	BRX_N
PF03909.18	BSD
PF07832.12	Bse634I
PF10079.10	BshC
PF17735.2	BslA
PF12280.9	BSMAP
PF04450.13	BSP
PF05432.12	BSP_II
PF18220.2	BspA_v
PF18512.2	BssB_TutG
PF08201.12	BssC_TutF
PF13991.7	BssS
PF16716.6	BST2
PF06616.12	BsuBI_PstI_RE
PF17728.2	BsuBI_PstI_RE_N
PF12690.8	BsuPI
PF05560.12	Bt_P21
PF03092.17	BT1
PF03704.18	BTAD
PF00651.32	BTB
PF02214.23	BTB_2
PF16017.6	BTB_3
PF09270.11	BTD
PF07742.13	BTG
PF18410.2	BTHB
PF00779.20	BTK
PF05232.13	BTP
PF03437.16	BtpA
PF17660.2	BTRD1
PF14399.7	BtrH_N
PF04514.13	BTV_NS2
PF09405.11	Btz
PF09736.10	Bud13
PF09073.11	BUD22
PF04426.13	Bul1_C
PF04425.13	Bul1_N
PF05307.12	Bundlin
PF03557.16	Bunya_G1
PF03563.14	Bunya_G2
PF01104.18	Bunya_NS-S
PF03231.14	Bunya_NS-S_2
PF00952.18	Bunya_nucleocap
PF04196.13	Bunya_RdRp
PF03181.16	BURP
PF09792.10	But2
PF18826.2	bVLRF1
PF04681.13	Bys1
PF05291.12	Bystin
PF00170.22	bZIP_1
PF07716.16	bZIP_2
PF12498.9	bZIP_C
PF03131.18	bZIP_Maf
PF09719.11	C_GCAxxG_C_C
PF16821.6	C_Hendra
PF17538.3	C_LFY_FLO
PF02363.20	C_tripleX
PF15617.7	C-C_Bond_Lyase
PF08782.11	c-SKI_SMAD_bind
PF00130.23	C1_1
PF03107.17	C1_2
PF07975.13	C1_4
PF07654.16	C1-set
PF09404.11	C12orf66_like
PF17615.3	C166
PF15547.7	C1ORF64
PF00386.22	C1q
PF00168.31	C2
PF11618.9	C2-C2_1
PF05790.16	C2-set
PF08205.13	C2-set_2
PF01413.20	C4
PF18453.2	C4bp_oligo
PF06662.14	C5-epim_C
PF17982.2	C5HCH
PF01681.18	C6
PF10170.10	C6_DPF
PF08742.12	C8
PF15019.7	C9orf72-like
PF18249.2	Ca_bind_SSO6904
PF08763.12	Ca_chan_IQ
PF14798.7	Ca_hom_mod
PF10563.10	CA_like
PF09678.11	Caa3_CtaG
PF14159.7	CAAD
PF15335.7	CAAP1
PF12515.9	CaATP_NAI
PF15895.6	CAAX_1
PF12736.8	CABIT
PF15367.7	CABS1
PF16885.6	CAC1F_C
PF17201.5	Cache_3-Cache_2
PF10312.10	Cactin_mid
PF09732.10	CactinC_cactus
PF03596.14	Cad
PF18500.2	CadC_C1
PF00028.18	Cadherin
PF08266.13	Cadherin_2
PF16184.6	Cadherin_3
PF17803.2	Cadherin_4
PF17892.2	Cadherin_5
PF01049.18	Cadherin_C
PF16492.6	Cadherin_C_2
PF08758.12	Cadherin_pro
PF15974.6	Cadherin_tail
PF12733.8	Cadherin-like
PF09232.11	Caenor_Her-1
PF07440.13	Caerin_1
PF11600.9	CAF-1_p150
PF15512.7	CAF-1_p60_C
PF04857.21	CAF1
PF15539.7	CAF1-p150_C2
PF15557.7	CAF1-p150_N
PF12253.9	CAF1A
PF12265.9	CAF1C_H4-bd
PF17052.6	CAF20
PF11615.9	Caf4
PF13117.7	Cag12
PF03507.14	CagA
PF18971.1	CagA_N
PF16567.6	CagD
PF03135.15	CagE_TrbE_VirB
PF15066.7	CAGE1
PF16707.6	CagS
PF03524.16	CagX
PF14585.7	CagY_I
PF07337.12	CagY_M
PF09053.11	CagZ
PF07180.12	CaiF_GrlA
PF03185.16	CaKB
PF00214.20	Calc_CGRP_IAPP
PF11535.9	Calci_bind_CcbP
PF04847.13	Calcipressin
PF07888.12	CALCOCO1
PF06387.12	Calcyon
PF02029.16	Caldesmon
PF05042.14	Caleosin
PF00915.21	Calici_coat
PF08435.12	Calici_coat_C
PF05752.12	Calici_MSP
PF08405.12	Calici_PP_N
PF16025.6	CALM_bind
PF07887.12	Calmodulin_bind
PF01067.23	Calpain_III
PF00748.20	Calpain_inhib
PF16648.6	Calpain_u2
PF00402.19	Calponin
PF00262.19	Calreticulin
PF05556.12	Calsarcin
PF01216.18	Calsequestrin
PF03160.15	Calx-beta
PF13944.7	Calycin_like
PF10562.10	CaM_bdg_C0
PF07839.12	CaM_binding
PF15170.7	CaM-KIIN
PF02888.17	CaMBD
PF08332.11	CaMKII_AD
PF14963.7	CAML
PF07373.12	CAMP_factor
PF05538.12	Campylo_MOMP
PF07537.12	CamS
PF17095.6	CAMSAP_CC1
PF11971.9	CAMSAP_CH
PF08683.12	CAMSAP_CKK
PF05792.14	Candida_ALS
PF11766.9	Candida_ALS_N
PF00188.27	CAP
PF14504.7	CAP_assoc_N
PF08603.12	CAP_C
PF01302.26	CAP_GLY
PF01213.20	CAP_N
PF15255.7	CAP-ZIP_m
PF07918.12	CAP160
PF12153.9	CAP18_C
PF11735.9	CAP59_mtransfer
PF12287.9	Caprin-1_C
PF18293.2	Caprin-1_dimer
PF14052.7	Caps_assemb_Wzi
PF05704.13	Caps_synth
PF14102.7	Caps_synth_CapC
PF06251.12	Caps_synth_GfcC
PF16903.6	Capsid_N
PF04451.13	Capsid_NCLDV
PF17071.6	Capsid_VP7
PF11729.9	Capsid-VNN
PF05159.15	Capsule_synth
PF00194.22	Carb_anhydrase
PF10645.10	Carb_bind
PF01256.18	Carb_kinase
PF16861.6	Carbam_trans_C
PF02543.16	Carbam_trans_N
PF13715.7	CarbopepD_reg_2
PF01039.23	Carboxyl_trans
PF13620.7	CarboxypepD_reg
PF05388.12	Carbpep_Y_N
PF02977.16	CarbpepA_inh
PF08261.13	Carcinustatin
PF00619.22	CARD
PF16739.6	CARD_2
PF02559.17	CarD_CdnL_TRCF
PF07705.12	CARDB
PF01623.18	Carla_C4
PF17888.2	Carm_PH
PF11531.9	CARM1
PF16000.6	CARMIL_C
PF08462.11	Carmo_coat_C
PF00755.21	Carn_acyltransf
PF09150.11	Carot_N
PF04240.13	Caroten_synth
PF01864.18	CarS-like
PF06373.12	CART
PF09651.11	Cas_APE2256
PF12026.9	CAS_C
PF09670.11	Cas_Cas02710
PF01867.17	Cas_Cas1
PF09707.11	Cas_Cas2CT1978
PF01930.18	Cas_Cas4
PF09704.11	Cas_Cas5d
PF01881.17	Cas_Cas6
PF05107.13	Cas_Cas7
PF09700.11	Cas_Cmr3
PF09701.11	Cas_Cmr5
PF09703.11	Cas_Csa4
PF09702.11	Cas_Csa5
PF09709.11	Cas_Csd1
PF03378.16	CAS_CSE1
PF09659.11	Cas_Csm6
PF09711.11	Cas_Csn2
PF09620.11	Cas_csx3
PF09657.11	Cas_Csx8
PF09658.11	Cas_Csx9
PF09611.11	Cas_Csy1
PF09614.11	Cas_Csy2
PF09615.11	Cas_Csy3
PF09618.11	Cas_Csy4
PF09344.11	Cas_CT1975
PF09706.11	Cas_CXXC_CXXC
PF09455.11	Cas_DxTHG
PF09617.11	Cas_GSU0053
PF09609.11	Cas_GSU0054
PF09623.11	Cas_NE0113
PF16813.6	Cas_St_Csn2
PF09484.11	Cas_TM1802
PF09652.11	Cas_VVA1548
PF07779.13	Cas1_AcylT
PF18395.2	Cas3_C
PF09559.11	Cas6
PF17952.2	Cas6_N
PF17262.3	Cas6b_C
PF17955.2	Cas6b_N
PF18470.2	Cas9_a
PF17893.2	Cas9_b_hairpin
PF18525.2	Cas9_C
PF16595.6	Cas9_PI
PF18070.2	Cas9_PI2
PF16592.6	Cas9_REC
PF17894.2	Cas9_Topo
PF16593.6	Cas9-BH
PF12366.9	Casc1
PF15927.6	Casc1_N
PF00363.19	Casein
PF00997.19	Casein_kappa
PF16907.6	Caskin-Pro-rich
PF16632.6	Caskin-tail
PF16600.6	Caskin1-CID
PF08172.13	CASP_C
PF14526.7	Cass2
PF10174.10	Cast
PF06241.13	Castor_Poll_mid
PF18700.2	Castor1_N
PF00302.19	CAT
PF03123.16	CAT_RBD
PF00199.20	Catalase
PF18011.2	Catalase_C
PF06628.13	Catalase-rel
PF00666.18	Cathelicidins
PF08773.12	CathepsinC_exc
PF13246.7	Cation_ATPase
PF00689.22	Cation_ATPase_C
PF00690.27	Cation_ATPase_N
PF01545.22	Cation_efflux
PF15149.7	CATSPERB
PF15020.7	CATSPERD
PF15064.7	CATSPERG
PF16838.6	Caud_tail_N
PF04731.13	Caudal_act
PF08931.11	Caudo_bapla_RBP
PF16792.6	Caudo_bapla16
PF02413.18	Caudo_TAP
PF03233.14	Cauli_AT
PF03310.14	Cauli_DNA-bind
PF01693.17	Cauli_VI
PF04771.13	CAV_VP3
PF01146.18	Caveolin
PF02275.19	CBAH
PF08406.11	CbbQ_C
PF06154.12	CbeA_antitoxin
PF03914.18	CBF
PF02312.18	CBF_beta
PF02045.16	CBFB_NFYA
PF00808.24	CBFD_NFYB_HMF
PF08143.12	CBFNT
PF01656.24	CbiA
PF02570.16	CbiC
PF01888.18	CbiD
PF01890.17	CbiG_C
PF11761.9	CbiG_mid
PF11760.9	CbiG_N
PF02571.15	CbiJ
PF06180.12	CbiK
PF01891.17	CbiM
PF02553.16	CbiN
PF02361.17	CbiQ
PF01903.18	CbiX
PF01955.19	CbiZ
PF18973.1	CBL
PF02262.17	Cbl_N
PF02761.15	Cbl_N2
PF02762.15	Cbl_N3
PF07434.12	CblD
PF00734.19	CBM_1
PF02013.17	CBM_10
PF03425.14	CBM_11
PF01607.25	CBM_14
PF03426.15	CBM_15
PF03424.15	CBM_17_28
PF03427.14	CBM_19
PF00553.20	CBM_2
PF00686.20	CBM_20
PF03370.14	CBM_21
PF03423.14	CBM_25
PF16824.6	CBM_26
PF00942.19	CBM_3
PF16990.6	CBM_35
PF02018.18	CBM_4_9
PF02922.19	CBM_48
PF02839.15	CBM_5_12
PF14600.7	CBM_5_12_2
PF03422.16	CBM_6
PF03442.15	CBM_X2
PF14683.7	CBM-like
PF16738.6	CBM26
PF09212.11	CBM27
PF18344.2	CBM32
PF15886.6	CBM39
PF18448.2	CBM46
PF09478.11	CBM49
PF16760.6	CBM53
PF16841.6	CBM60
PF18666.2	CBM64
PF18259.2	CBM65_1
PF18283.2	CBM77
PF06452.12	CBM9_1
PF16011.6	CBM9_2
PF12192.9	CBP
PF11120.9	CBP_BcsF
PF11658.9	CBP_BcsG
PF17038.6	CBP_BcsN
PF17037.6	CBP_BcsO
PF06564.13	CBP_BcsQ
PF10945.9	CBP_BcsR
PF17036.6	CBP_BcsS
PF17040.6	CBP_CCPA
PF10995.9	CBP_GIL
PF19042.1	CBP110
PF19041.1	CBP30
PF07960.12	CBP4
PF19043.1	CBP66
PF00571.29	CBS
PF09490.11	CbtA
PF06755.13	CbtA_toxin
PF09489.11	CbtB
PF17218.4	CBX7_C
PF04942.15	CC
PF15768.6	CC190
PF16516.6	CC2-LZ
PF15625.7	CC2D2AN-C2
PF11105.9	CCAP
PF12046.9	CCB1
PF11152.9	CCB2_CCB4
PF15964.6	CCCAP
PF07860.12	CCD
PF15799.6	CCD48
PF07362.13	CcdA
PF01845.18	CcdB
PF15188.7	CCDC-167
PF15794.6	CCDC106
PF15810.6	CCDC117
PF06244.13	Ccdc124
PF15254.7	CCDC14
